namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Yara,Oscar,,,,Collins,,,,,,,,,,,,,,Ironjaw,Whispering Breeze,Whispering Breeze,Whispering Breeze,Darkclaw's Legacy,Darkclaw's Legacy,Darkclaw's Legacy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zelda,Adrian,,,,Dare,,,,,,,,,,,,,,Nightwind,Bloodtide,Bloodtide,Bloodtide,Whispering Tide,Whispering Tide,Whispering Tide,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Abigail,Brady,,,,Everest,,,,,,,,,,,,,,Sea Serpent's Song,Ironspear,Ironspear,Ironspear,Bloodmoon's Embrace,Bloodmoon's Embrace,Bloodmoon's Embrace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bianca,Ryder,,,,Falconer,,,,,,,,,,,,,,Darktide,Moonlit Mist,Moonlit Mist,Moonlit Mist,Silent Skies,Silent Skies,Silent Skies,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chloe,Declan,,,,Griffith,,,,,,,,,,,,,,Thunderfury,Stormrider's Roar,Stormrider's Roar,Stormrider's Roar,Stormchaser's Fortune,Stormchaser's Fortune,Stormchaser's Fortune,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Daphne,Micah,,,,Hawkins,,,,,,,,,,,,,,Shadowfang,Wraith's Grasp,Wraith's Grasp,Wraith's Grasp,Nightfall's Call,Nightfall's Call,Nightfall's Call,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Eloise,Cole,,,,Ingleby,,,,,,,,,,,,,,Corsair's Call,Silent Fury,Silent Fury,Silent Fury,Sea Shadow,Sea Shadow,Sea Shadow,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fiona,Jonah,,,,Jordan,,,,,,,,,,,,,,Bloodlust's End,Sea Raven,Sea Raven,Sea Raven,Shadowfire's Fury,Shadowfire's Fury,Shadowfire's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabrielle,Asher,,,,Killian,,,,,,,,,,,,,,Stormbreaker's Gaze,Shadow's Grace,Shadow's Grace,Shadow's Grace,Thunderstrike,Thunderstrike,Thunderstrike,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Helena,Everett,,,,Lancaster,,,,,,,,,,,,,,Tempest's Wrath,Thunderclaw,Thunderclaw,Thunderclaw,Ironwave's Grace,Ironwave's Grace,Ironwave's Grace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isolde,Rowan,,,,MacLeod,,,,,,,,,,,,,,Shadowsail,Night's Whisper,Night's Whisper,Night's Whisper,Moonlit Dream,Moonlit Dream,Moonlit Dream,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jasmine,Donovan,,,,Nash,,,,,,,,,,,,,,Blackhawk,Stormshroud,Stormshroud,Stormshroud,Stormwhisper,Stormwhisper,Stormwhisper,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kiera,Tobias,,,,Ormond,,,,,,,,,,,,,,Dreadstorm,Blackshadow,Blackshadow,Blackshadow,Whispering Ghost,Whispering Ghost,Whispering Ghost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lavinia,Finley,,,,Parrish,,,,,,,,,,,,,,Sea Specter,Silent Sea,Silent Sea,Silent Sea,Blackfin's Fury,Blackfin's Fury,Blackfin's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Melinda,Remington,,,,Quick,,,,,,,,,,,,,,Darkclaw,Ironwave,Ironwave,Ironwave,Silent Storm,Silent Storm,Silent Storm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Niamh,Maxwell,,,,Ridley,,,,,,,,,,,,,,Stormblade,Moonlit Shadow,Moonlit Shadow,Moonlit Shadow,Darkwater's Roar,Darkwater's Roar,Darkwater's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Odessa,Phoenix,,,,Sinclair,,,,,,,,,,,,,,Viper's Venom,Stormreaver,Stormreaver,Stormreaver,Crimson Tempest,Crimson Tempest,Crimson Tempest,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Persephone,Kai,,,,Thornton,,,,,,,,,,,,,,Silent Gale,Crimson Fury,Crimson Fury,Crimson Fury,Nightstar's Glory,Nightstar's Glory,Nightstar's Glory,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quinn,August,,,,Upton,,,,,,,,,,,,,,Ironsail's Fury,Razorclaw,Razorclaw,Razorclaw,Sea Serpent's Revenge,Sea Serpent's Revenge,Sea Serpent's Revenge,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Roxanne,Atticus,,,,Vanthorn,,,,,,,,,,,,,,Night's Edge,Whispering Viper,Whispering Viper,Whispering Viper,Razorwind's Embrace,Razorwind's Embrace,Razorwind's Embrace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Selena,Parker,,,,Waverly,,,,,,,,,,,,,,Sea Fury,Tempest's Echo,Tempest's Echo,Tempest's Echo,Tempest's Fury,Tempest's Fury,Tempest's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thalia,Beckett,,,,Xavier,,,,,,,,,,,,,,Shadowfire,Darktalon,Darktalon,Darktalon,Stormbreaker,Stormbreaker,Stormbreaker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Valencia,Dashiell,,,,York,,,,,,,,,,,,,,Crimson Tempest,Silent Tempest,Silent Tempest,Silent Tempest,Viper's Bite,Viper's Bite,Viper's Bite,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Winifred,Greyson,,,,Zephyr,,,,,,,,,,,,,,Thunderstrike's Roar,Nightstar,Nightstar,Nightstar,Thunderclap's Fury,Thunderclap's Fury,Thunderclap's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yvette,Kingston,,,,Ashford,,,,,,,,,,,,,,Wraith's Embrace,Sea Spirit,Sea Spirit,Sea Spirit,Silent Fury,Silent Fury,Silent Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devastation's Wrath,Shadow Seeker,Shadow Seeker,Shadow Seeker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razorstorm,Whispering Gale,Whispering Gale,Whispering Gale,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodsail,Stormstrike,Stormstrike,Stormstrike,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dreadnought's Fury,Nightfall's Embrace,Nightfall's Embrace,Nightfall's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempest's Vengeance,Viper's Lament,Viper's Lament,Viper's Lament,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowcleaver,Thunderheart,Thunderheart,Thunderheart,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironfang,Darkwater's Revenge,Darkwater's Revenge,Darkwater's Revenge,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Reaver,Blackfin's Pride,Blackfin's Pride,Blackfin's Pride,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darktide's Roar,Silent Shadow,Silent Shadow,Silent Shadow,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackfire,Ironsail's Fortune,Ironsail's Fortune,Ironsail's Fortune,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviathan's Bane,Moonlit Whisper,Moonlit Whisper,Moonlit Whisper,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsair's Fury,Sea Serpent's Fury,Sea Serpent's Fury,Sea Serpent's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nightfall's End,Razorwind's Roar,Razorwind's Roar,Razorwind's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deathwind,Tempest's Grace,Tempest's Grace,Tempest's Grace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wraith's Scorn,Stormshroud,Stormshroud,Stormshroud,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crimson Dagger,Silent Tempest,Silent Tempest,Silent Tempest,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironclad,Wraith's Call,Wraith's Call,Wraith's Call,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storm's End,Crimson Siren,Crimson Siren,Crimson Siren,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodhawk's Fury,Night's Embrace,Night's Embrace,Night's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dreadnought's Doom,Thunderclaw,Thunderclaw,Thunderclaw,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darksworn,Shadow's Vengeance,Shadow's Vengeance,Shadow's Vengeance,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormrend,Darktide's Legacy,Darktide's Legacy,Darktide's Legacy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodtide,Blackfire's Fury,Blackfire's Fury,Blackfire's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silent Death,Whispering Mist,Whispering Mist,Whispering Mist,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thunderstorm,Stormswift's Pride,Stormswift's Pride,Stormswift's Pride,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowblade,Nightstar's Glint,Nightstar's Glint,Nightstar's Glint,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Night's Wrath,Sea Viper's Wrath,Sea Viper's Wrath,Sea Viper's Wrath,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsair's Bane,Razorclaw's Fury,Razorclaw's Fury,Razorclaw's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironshard,Tempest's Echo,Tempest's Echo,Tempest's Echo,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wraith's Vengeance,Silent Reaper,Silent Reaper,Silent Reaper,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crimson Sabre,Ironfang's Fury,Ironfang's Fury,Ironfang's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silent Fury,Moonlit Thunder,Moonlit Thunder,Moonlit Thunder,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsair's Doom,Stormseeker,Stormseeker,Stormseeker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dreadclaw,Viper's Roar,Viper's Roar,Viper's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Ravager,Darkclaw's Legacy,Darkclaw's Legacy,Darkclaw's Legacy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkstorm,Whispering Tide,Whispering Tide,Whispering Tide,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razorstrike,Bloodmoon's Embrace,Bloodmoon's Embrace,Bloodmoon's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodfang,Silent Skies,Silent Skies,Silent Skies,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowthorn,Stormchaser's Fortune,Stormchaser's Fortune,Stormchaser's Fortune,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsair's Rage,Nightfall's Call,Nightfall's Call,Nightfall's Call,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dreadhammer,Sea Shadow,Sea Shadow,Sea Shadow,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Devourer,Shadowfire's Fury,Shadowfire's Fury,Shadowfire's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkbane,Thunderstrike,Thunderstrike,Thunderstrike,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razorwind,Ironwave's Grace,Ironwave's Grace,Ironwave's Grace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thunder's Roar,Moonlit Dream,Moonlit Dream,Moonlit Dream,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormreaper,Stormwhisper,Stormwhisper,Stormwhisper,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodstorm,Whispering Ghost,Whispering Ghost,Whispering Ghost,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironspear,Blackfin's Fury,Blackfin's Fury,Blackfin's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsair's Despair,Silent Storm,Silent Storm,Silent Storm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dreadthorn,Darkwater's Roar,Darkwater's Roar,Darkwater's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkcleaver,Crimson Tempest,Crimson Tempest,Crimson Tempest,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razorclaw,Nightstar's Glory,Nightstar's Glory,Nightstar's Glory,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempest's Rage,Sea Serpent's Revenge,Sea Serpent's Revenge,Sea Serpent's Revenge,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormfang,Razorwind's Embrace,Razorwind's Embrace,Razorwind's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodfury,Tempest's Fury,Tempest's Fury,Tempest's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwave,Stormbreaker,Stormbreaker,Stormbreaker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dreadshadow,Viper's Bite,Viper's Bite,Viper's Bite,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Reaper,Thunderclap's Fury,Thunderclap's Fury,Thunderclap's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowclaw,Silent Fury,Silent Fury,Silent Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironsail's Pride,Ironsail's Pride,Ironsail's Pride,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonlit Shadow,Moonlit Shadow,Moonlit Shadow,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowseeker,Shadowseeker,Shadowseeker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darktide's Roar,Darktide's Roar,Darktide's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whispering Gale,Whispering Gale,Whispering Gale,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackfire's Revenge,Blackfire's Revenge,Blackfire's Revenge,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormswift,Stormswift,Stormswift,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nightfall's Grace,Nightfall's Grace,Nightfall's Grace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Viper's Embrace,Sea Viper's Embrace,Sea Viper's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razorclaw's Roar,Razorclaw's Roar,Razorclaw's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempest's Grace,Tempest's Grace,Tempest's Grace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silent Reaper,Silent Reaper,Silent Reaper,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironfang's Fury,Ironfang's Fury,Ironfang's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonlit Thunder,Moonlit Thunder,Moonlit Thunder,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormseeker,Stormseeker,Stormseeker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viper's Roar,Viper's Roar,Viper's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkclaw's Legacy,Darkclaw's Legacy,Darkclaw's Legacy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whispering Tide,Whispering Tide,Whispering Tide,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloodmoon's Embrace,Bloodmoon's Embrace,Bloodmoon's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silent Skies,Silent Skies,Silent Skies,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormchaser's Fortune,Stormchaser's Fortune,Stormchaser's Fortune,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nightfall's Call,Nightfall's Call,Nightfall's Call,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Shadow,Sea Shadow,Sea Shadow,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowfire's Fury,Shadowfire's Fury,Shadowfire's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thunderstrike,Thunderstrike,Thunderstrike,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwave's Grace,Ironwave's Grace,Ironwave's Grace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonlit Dream,Moonlit Dream,Moonlit Dream,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormwhisper,Stormwhisper,Stormwhisper,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whispering Ghost,Whispering Ghost,Whispering Ghost,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackfin's Fury,Blackfin's Fury,Blackfin's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silent Storm,Silent Storm,Silent Storm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkwater's Roar,Darkwater's Roar,Darkwater's Roar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crimson Tempest,Crimson Tempest,Crimson Tempest,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nightstar's Glory,Nightstar's Glory,Nightstar's Glory,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea Serpent's Revenge,Sea Serpent's Revenge,Sea Serpent's Revenge,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Razorwind's Embrace,Razorwind's Embrace,Razorwind's Embrace,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempest's Fury,Tempest's Fury,Tempest's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormbreaker,Stormbreaker,Stormbreaker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viper's Bite,Viper's Bite,Viper's Bite,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thunderclap's Fury,Thunderclap's Fury,Thunderclap's Fury,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silent Fury,Silent Fury,Silent Fury,,,,,,,,,,,,,,,,,,,,,,
