namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Yara,Finley,,,,Hawke,,,,,,,,,,,,,,Pompadour,Drake,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yarael,Galen,,,,Taggart,,,,,,,,,,,,,,Resolute Harmony,Bloodhound,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yarae,Gideon,,,,McCree,,,,,,,,,,,,,,Rochester,Banshee,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yaraia,Griffin,,,,O'Connor,,,,,,,,,,,,,,Sentry of El Morro,Minotaur Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yelena,Hadrian,,,,Sawyer,,,,,,,,,,,,,,Sevenfold Gates,Minotaur Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yulia,Holden,,,,Riddick,,,,,,,,,,,,,,Texas,Viper,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yvette,Jareth,,,,Sabre,,,,,,,,,,,,,,Tharsis,Peregrine Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yvonne,Jasper,,,,Grey,,,,,,,,,,,,,,Troy,Peregrine Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zara,Kian,,,,Orion,,,,,,,,,,,,,,Verdant Sumerian,Nova Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zarya,Kieran,,,,MacAllister,,,,,,,,,,,,,,Vociferous,Nova Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zia,Kingsley,,,,Spector,,,,,,,,,,,,,,Waterloo,Elite Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zira,Lachlan,,,,Harker,,,,,,,,,,,,,,Witch Bucket,Elite Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ziva,Leland,,,,Rhodes,,,,,,,,,,,,,,Venture,Pulsar Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zora,Magnus,,,,Faulkner,,,,,,,,,,,,,,Exeter,Quasar Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zoya,Maverick,,,,Silverman,,,,,,,,,,,,,,Gilgamesh,Eclipse Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zula,Orion,,,,McCoy,,,,,,,,,,,,,,Waterloo,Eclipse Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zuri,Preston,,,,Mason,,,,,,,,,,,,,,Confederation,Eclipse Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zyra,Rafferty,,,,Wolfe,,,,,,,,,,,,,,Paradigm,Nodan Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aloy,Ronan,,,,Sinclair,,,,,,,,,,,,,,Southampton,Nodan Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alex,Ryder,,,,Grant,,,,,,,,,,,,,,Tallahassee,Perseus Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ellie,Saxon,,,,Templar,,,,,,,,,,,,,,Yorktown,Perseus Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Faith,Soren,,,,Winters,,,,,,,,,,,,,,Milano,Theseus Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Samus,Thaddeus,,,,Locke,,,,,,,,,,,,,,Orion,Theseus Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lara,Zephyrus,,,,Vega,,,,,,,,,,,,,,Battleaxe,Ares,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enforcer,Mamba,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mako,Asp,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archangel,Asp Raider,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barracuda,Chimera,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claymore,Balaur,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corvus,Falcon Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger,Falcon Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dart,Buzzard Vanguard,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demon,Buzzard Sentinel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolphin,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flare,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mace,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marauder,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midge,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nighthawk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegasus,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piranha,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shrike,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vegra,,,,,,,,,,,,,,,,,,,,,,,,,
