namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Karen,Lars,,,,Schultz,,,,,,,,,,,,,,,Agile Pivot,Agile Pivot,Agile Pivot,Elite Enforcer,Elite Enforcer,Elite Enforcer,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lisa,Michael,,,,Hayman,,,,,,,,,,,,,,,Agile Hostility,Agile Hostility,Agile Hostility,Ruthless Winner,Ruthless Winner,Ruthless Winner,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mary,Denis,,,,Kelly,,,,,,,,,,,,,,,Growth Innovation,Growth Innovation,Growth Innovation,Dauntless Developer,Dauntless Developer,Dauntless Developer,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Inge,Paolo,,,,Kavanaugh,,,,,,,,,,,,,,,Growth Insights,Growth Insights,Growth Insights,Fast-Track Fighter,Fast-Track Fighter,Fast-Track Fighter,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Heather,Rupert,,,,Hemsley,,,,,,,,,,,,,,,Growth Leverage,Growth Leverage,Growth Leverage,Growth Guru,Growth Guru,Growth Guru,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tricia,Scott,,,,Murphy,,,,,,,,,,,,,,,Growth Practices,Growth Practices,Growth Practices,Market Master,Market Master,Market Master,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Susan,Daniel,,,,Chatterjee,,,,,,,,,,,,,,,Growth Approach,Growth Approach,Growth Approach,Adaptable Adventurer,Adaptable Adventurer,Adaptable Adventurer,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ana,David,,,,Tavares,,,,,,,,,,,,,,,Growth Methodology,Growth Methodology,Growth Methodology,Success Sprinter,Success Sprinter,Success Sprinter,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dawn,William,,,,King,,,,,,,,,,,,,,,Growth Leadership,Growth Leadership,Growth Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Carol,Kenichiro,,,,Montague,,,,,,,,,,,,,,,Growth Synergy,Growth Synergy,Growth Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tania,John,,,,Doerflinger,,,,,,,,,,,,,,,Growth Conflageration,Growth Conflageration,Growth Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Wendy,Jim,,,,Sunak,,,,,,,,,,,,,,,Growth Multiplier,Growth Multiplier,Growth Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maria,Mike,,,,Li,,,,,,,,,,,,,,,Growth Partnership,Growth Partnership,Growth Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Helen,Noriaki,,,,Polman,,,,,,,,,,,,,,,Growth Takeover,Growth Takeover,Growth Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Linda,Thomas,,,,Mann,,,,,,,,,,,,,,,Growth Hacking,Growth Hacking,Growth Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Heather,Ivan,,,,Murphy,,,,,,,,,,,,,,,Growth Data,Growth Data,Growth Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Deanna,Yoon Boo,,,,Wilson,,,,,,,,,,,,,,,Growth Optimization,Growth Optimization,Growth Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shantanu,Carlos,,,,Mittal,,,,,,,,,,,,,,,Growth Bandwidth,Growth Bandwidth,Growth Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angela,Antonio,,,,Bolloré,,,,,,,,,,,,,,,Growth Ask,Growth Ask,Growth Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Deborah,Narayana,,,,Quincey,,,,,,,,,,,,,,,Growth Engagement,Growth Engagement,Growth Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kathryn,Emmanuel,,,,Rose,,,,,,,,,,,,,,,Growth Pivot,Growth Pivot,Growth Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nancy,Scott,,,,O'Rourke,,,,,,,,,,,,,,,Growth Hostility,Growth Hostility,Growth Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amy,Bernard,,,,Wichmann,,,,,,,,,,,,,,,Force Innovation,Force Innovation,Force Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Martina,Frank,,,,May,,,,,,,,,,,,,,,Force Insights,Force Insights,Force Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gail,Juan,,,,Levy,,,,,,,,,,,,,,,Force Leverage,Force Leverage,Force Leverage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Doreen,Ivan,,,,Kispert,,,,,,,,,,,,,,,Force Practices,Force Practices,Force Practices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anne,Amin,,,,Barra,,,,,,,,,,,,,,,Force Approach,Force Approach,Force Approach,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marcy,Henrik,,,,Blum,,,,,,,,,,,,,,,Force Methodology,Force Methodology,Force Methodology,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maggie,David,,,,Schultz,,,,,,,,,,,,,,,Force Leadership,Force Leadership,Force Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ellen,Jean-Pascal,,,,Ricciardi,,,,,,,,,,,,,,,Force Synergy,Force Synergy,Force Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gail,Philippe,,,,Behlendorf,,,,,,,,,,,,,,,Force Conflageration,Force Conflageration,Force Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Multiplier,Force Multiplier,Force Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Partnership,Force Partnership,Force Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Takeover,Force Takeover,Force Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Hacking,Force Hacking,Force Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Data,Force Data,Force Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Optimization,Force Optimization,Force Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Bandwidth,Force Bandwidth,Force Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Ask,Force Ask,Force Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Engagement,Force Engagement,Force Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Pivot,Force Pivot,Force Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Force Hostility,Force Hostility,Force Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Innovation,Strategic Innovation,Strategic Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Insights,Strategic Insights,Strategic Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Leverage,Strategic Leverage,Strategic Leverage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Practices,Strategic Practices,Strategic Practices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Approach,Strategic Approach,Strategic Approach,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Methodology,Strategic Methodology,Strategic Methodology,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Leadership,Strategic Leadership,Strategic Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Synergy,Strategic Synergy,Strategic Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Conflageration,Strategic Conflageration,Strategic Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Multiplier,Strategic Multiplier,Strategic Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Partnership,Strategic Partnership,Strategic Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Takeover,Strategic Takeover,Strategic Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Hacking,Strategic Hacking,Strategic Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Data,Strategic Data,Strategic Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Optimization,Strategic Optimization,Strategic Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Bandwidth,Strategic Bandwidth,Strategic Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Ask,Strategic Ask,Strategic Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Engagement,Strategic Engagement,Strategic Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Pivot,Strategic Pivot,Strategic Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic Hostility,Strategic Hostility,Strategic Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Innovation,Hostile Innovation,Hostile Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Insights,Hostile Insights,Hostile Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Leverage,Hostile Leverage,Hostile Leverage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Practices,Hostile Practices,Hostile Practices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Approach,Hostile Approach,Hostile Approach,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Methodology,Hostile Methodology,Hostile Methodology,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Leadership,Hostile Leadership,Hostile Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Synergy,Hostile Synergy,Hostile Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Conflageration,Hostile Conflageration,Hostile Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Multiplier,Hostile Multiplier,Hostile Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Partnership,Hostile Partnership,Hostile Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Takeover,Hostile Takeover,Hostile Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Hacking,Hostile Hacking,Hostile Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Data,Hostile Data,Hostile Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Optimization,Hostile Optimization,Hostile Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Bandwidth,Hostile Bandwidth,Hostile Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Ask,Hostile Ask,Hostile Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Engagement,Hostile Engagement,Hostile Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Pivot,Hostile Pivot,Hostile Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostile Hostility,Hostile Hostility,Hostile Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Innovation,Thought Innovation,Thought Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Insights,Thought Insights,Thought Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Leverage,Thought Leverage,Thought Leverage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Practices,Thought Practices,Thought Practices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Approach,Thought Approach,Thought Approach,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Methodology,Thought Methodology,Thought Methodology,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Leadership,Thought Leadership,Thought Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Synergy,Thought Synergy,Thought Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Conflageration,Thought Conflageration,Thought Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Multiplier,Thought Multiplier,Thought Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Partnership,Thought Partnership,Thought Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Takeover,Thought Takeover,Thought Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Hacking,Thought Hacking,Thought Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Data,Thought Data,Thought Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Optimization,Thought Optimization,Thought Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Bandwidth,Thought Bandwidth,Thought Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Ask,Thought Ask,Thought Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Engagement,Thought Engagement,Thought Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Pivot,Thought Pivot,Thought Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thought Hostility,Thought Hostility,Thought Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Innovation,Big Innovation,Big Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Insights,Big Insights,Big Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Leverage,Big Leverage,Big Leverage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Practices,Big Practices,Big Practices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Approach,Big Approach,Big Approach,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Methodology,Big Methodology,Big Methodology,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Leadership,Big Leadership,Big Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Synergy,Big Synergy,Big Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Conflageration,Big Conflageration,Big Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Multiplier,Big Multiplier,Big Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Partnership,Big Partnership,Big Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Takeover,Big Takeover,Big Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Hacking,Big Hacking,Big Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Data,Big Data,Big Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Optimization,Big Optimization,Big Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Bandwidth,Big Bandwidth,Big Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Ask,Big Ask,Big Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Engagement,Big Engagement,Big Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Pivot,Big Pivot,Big Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Hostility,Big Hostility,Big Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Innovation,Visionary Innovation,Visionary Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Insights,Visionary Insights,Visionary Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Leverage,Visionary Leverage,Visionary Leverage,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Practices,Visionary Practices,Visionary Practices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Approach,Visionary Approach,Visionary Approach,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Methodology,Visionary Methodology,Visionary Methodology,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Leadership,Visionary Leadership,Visionary Leadership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Synergy,Visionary Synergy,Visionary Synergy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Conflageration,Visionary Conflageration,Visionary Conflageration,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Multiplier,Visionary Multiplier,Visionary Multiplier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Partnership,Visionary Partnership,Visionary Partnership,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Takeover,Visionary Takeover,Visionary Takeover,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Hacking,Visionary Hacking,Visionary Hacking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Data,Visionary Data,Visionary Data,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Optimization,Visionary Optimization,Visionary Optimization,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Bandwidth,Visionary Bandwidth,Visionary Bandwidth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Ask,Visionary Ask,Visionary Ask,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Engagement,Visionary Engagement,Visionary Engagement,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Pivot,Visionary Pivot,Visionary Pivot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visionary Hostility,Visionary Hostility,Visionary Hostility,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unprecedented Innovation,Unprecedented Innovation,Unprecedented Innovation,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unprecedented Insights,Unprecedented Insights,Unprecedented Insights,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unprecedented Leverage,Unprecedented Leverage,Unprecedented Leverage,,,,,,,,,,,,,,,,,,,,,,
