namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Mut-tuya,Neferkasokar,,,,,,,,,,,,,Rosetta,,,,,Dagger of Montu,,,,,,Mehens Javelin,Sobeks Fury,Khesfus Javelin,,,,Blood of Anti,Thmei,,,,,,,,,Wrath of Montu,,Breath of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Nakhtmut,Nefermaat,,,,,,,,,,,,,,,,,,Osiriss Fury,,,,,,Antis Javelin,Blood of Amon-Ra,Heptets Vigil,,,,Serkets Spear,Temet,,,,,,,,,Wrath of Selkis,,Djedres Barque,
,,,,,,,,,,,,,,,,,,,,,,Nakhtneith,Nefer-setekh,,,,,,,,,,,,,,,,,,Selkiss Vigil,,,,,,Khefthernebess Vigil,Dagger of Maahes,Aanis Dagger,,,,Kebehuts Chariot,Taweret,,,,,,,,,Bastets Javelin,,Khufus Command,
,,,,,,,,,,,,,,,,,,,,,,Nebetah,Nefertem,,,,,,,,,,,,,,,,,,Blood of Sekhmet,,,,,,Anukes Shield,Anubiss Shield,Denwens Rage,,,,Khentekhtais Javelin,Shesmetet,,,,,,,,,Horuss Vigil,,Will of Ra,
,,,,,,,,,,,,,,,,,,,,,,Nebetananash,Neheb,,,,,,,,,,,,,,,,,,Wrath of Selkis,,,,,,Apeps Fury,Sets Fury,Khefthernebess Chariot,,,,Anheftas Vigil,Shed,,,,,,,,,Blade of Amon-Ra,,Hetepheress Barque,
,,,,,,,,,,,,,,,,,,,,,,Nebetimmunedjem,Nemtinakht,,,,,,,,,,,,,,,,,,Wrath of Anhur,,,,,,Nehebu-Kaus Fury,Osiriss Javelin,Aanis Fury,,,,Khefthernebess Spear,Heru-pa-kaut,,,,,,,,,Anubiss Arrow,,Nephthyss Command,
,,,,,,,,,,,,,,,,,,,,,,Nebetiunet,Nesubanebdjedet,,,,,,,,,,,,,,,,,,Montus Shield,,,,,,Besnas Fury,Osiriss Khopesh,Anats Dagger,,,,Anukes Vigil,Mestȧ,,,,,,,,,Amons Shield,,Breath of Kagemni,
,,,,,,,,,,,,,,,,,,,,,,Nebetnehat,Netjeraperef,,,,,,,,,,,,,,,,,,Amons Spear,,,,,,Blood of Astarte,Ras Javelin,Fist of Ammit,,,,Meretsegers Javelin,Iabet,,,,,,,,,Amon-Ras Shield,,Senusrets Steed,
,,,,,,,,,,,,,,,,,,,,,,Nebettawy,Nikaure,,,,,,,,,,,,,,,,,,Blade of Amon,,,,,,Am-hehs Javelin,Menhits Javelin,Blood of Besna,,,,Heryshafs Chariot,Nebt-Shefshefet,,,,,,,,,Atens Arrow,,Neferirkares Chariot,
,,,,,,,,,,,,,,,,,,,,,,Nebty-tepites,Nisuheqet,,,,,,,,,,,,,,,,,,Horuss Vigil,,,,,,Ishtars Vigil,Amons Chariot,Dagger of Anat,,,,Blade of Heptet,Menhit,,,,,,,,,Amon-Ras Rage,,Ras Command,
,,,,,,,,,,,,,,,,,,,,,,Nedjemmut,Pa-ankh-entef,,,,,,,,,,,,,,,,,,Maahess Chariot,,,,,,Blood of Shesmetet,Blood of Osiris,Heptets Shield,,,,Apeshs Rage,Esna,,,,,,,,,Amons Vigil,,Khafres Steed,
,,,,,,,,,,,,,,,,,,,,,,Neferet,Pachomios,,,,,,,,,,,,,,,,,,Amons Shield,,,,,,Apeps Vigil,Ras Shield,Antis Spear,,,,Astartes Dagger,Hery-sha-duat,,,,,,,,,Montus Arrow,,Breath of Ptahshepses,
,,,,,,,,,,,,,,,,,,,,,,Neferhetepes,Pahemnetjer,,,,,,,,,,,,,,,,,,Blade of Set,,,,,,Anats Javelin,Blood of Sekhmet,Hetepes-Sekhuss Shield,,,,Am-hehs Dagger,Banebdjedet,,,,,,,,,Blade of Aten,,Isiss Barque,
,,,,,,,,,,,,,,,,,,,,,,Neferneferuaten,Pakhom,,,,,,,,,,,,,,,,,,Wrath of Bastet,,,,,,Seblumekers Rage,Atens Spear,Astis Arrow,,,,Denwens Vigil,Sait,,,,,,,,,Amons Javelin,,Khentkauss Steed,
,,,,,,,,,,,,,,,,,,,,,,Neferneferure,Pamiu,,,,,,,,,,,,,,,,,,Dagger of Selkis,,,,,,Heryshafs Rage,Hetemits Javelin,Resheps Javelin,,,,Fist of Ahti,Kherty,,,,,,,,,Dagger of Set,,Khonsus Barque,
,,,,,,,,,,,,,,,,,,,,,,Neferthenut,Panehesy,,,,,,,,,,,,,,,,,,Dagger of Hetemit,,,,,,Wrath of Ishtar,Wrath of Selkis,Baals Shield,,,,Blood of Khentekhtai,Tenenet,,,,,,,,,Neiths Chariot,,Will of Isis,
,,,,,,,,,,,,,,,,,,,,,,Nefertiabet,Panhsj,,,,,,,,,,,,,,,,,,Ras Spear,,,,,,Wepwawets Arrow,Blade of Bastet,Khesfus Fury,,,,Wepwawets Shield,Pelican,,,,,,,,,Montus Dagger,,Khonsus Command,
,,,,,,,,,,,,,,,,,,,,,,Nefertkau,Paramesse,,,,,,,,,,,,,,,,,,Sets Javelin,,,,,,Shentayets Spear,Anubiss Fury,Fist of Kebehut,,,,Anheftas Rage,Meskhenet,,,,,,,,,Blood of Aten,,Senusrets Command,
,,,,,,,,,,,,,,,,,,,,,,Neferu,Pareherwenemef,,,,,,,,,,,,,,,,,,Hetemits Javelin,,,,,,Dagger of Wepset,Fist of Ra,Shemat-Khus Chariot,,,,Am-hehs Chariot,Astarte,,,,,,,,,Menhits Fury,,Will of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Neferuaten,Pasebakhaenniut,,,,,,,,,,,,,,,,,,Montus Khopesh,,,,,,Aanis Chariot,Sets Javelin,Meretsegers Vigil,,,,Am-hehs Khopesh,Wepwawet,,,,,,,,,Osiriss Javelin,,Voice of Apep,
,,,,,,,,,,,,,,,,,,,,,,Neferubity,Pashhur,,,,,,,,,,,,,,,,,,Fist of Sobek,,,,,,Amu-Aas Dagger,Neiths Khopesh,Astis Rage,,,,Blood of Denwen,Ani,,,,,,,,,Hetemits Shield,,Neferefres Barque,
,,,,,,,,,,,,,,,,,,,,,,Neferuptah,Pedubastis,,,,,,,,,,,,,,,,,,Sobeks Khopesh,,,,,,Baals Khopesh,Montus Rage,Shemat-Khus Rage,,,,Nehebu-Kaus Arrow,Arensnuphis,,,,,,,,,Anhurs Khopesh,,Hetepheress Steed,
,,,,,,,,,,,,,,,,,,,,,,Neferure,Peduhor,,,,,,,,,,,,,,,,,,Amon-Ras Vigil,,,,,,Buchiss Dagger,Sekhmets Vigil,Wrath of Ammit,,,,Am-hehs Vigil,Ta-Sent-Nefert,,,,,,,,,Selkiss Spear,,Word of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Neferusobek,Peftjauawybast,,,,,,,,,,,,,,,,,,Anubiss Rage,,,,,,Resheps Shield,Horuss Vigil,Apeps Rage,,,,Ishtars Dagger,Aati,,,,,,,,,Bastets Arrow,,Ptahshepsess Steed,
,,,,,,,,,,,,,,,,,,,,,,Nefretiri,Pehen-ptah,,,,,,,,,,,,,,,,,,Atens Dagger,,,,,,Fist of Pelican,Bastets Arrow,Anats Vigil,,,,Buchiss Chariot,Heka,,,,,,,,,Montus Rage,,Neferirkares Steed,
,,,,,,,,,,,,,,,,,,,,,,Neithhotep,Pehernefer,,,,,,,,,,,,,,,,,,Bastets Dagger,,,,,,Ishtars Arrow,Sekhmets Chariot,Astartes Arrow,,,,Blade of Pelican,Hert-ketit-s,,,,,,,,,Blood of Selkis,,Spirit of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Nesitanebetashru,Perneb,,,,,,,,,,,,,,,,,,Bastets Arrow,,,,,,Anheftas Fury,Atens Dagger,Shemat-Khus Vigil,,,,Anheftas Spear,Usit,,,,,,,,,Osiriss Chariot,,Hor-Ahas Command,
,,,,,,,,,,,,,,,,,,,,,,Neskhons,Ptahhotep,,,,,,,,,,,,,,,,,,Fist of Anhur,,,,,,Wrath of Hedetet,Anubiss Dagger,Blade of Ishtar,,,,Besnas Chariot,Ṭuamutef,,,,,,,,,Osiriss Dagger,,Mahens Chariot,
,,,,,,,,,,,,,,,,,,,,,,Netiqret,Ptahshepses,,,,,,,,,,,,,,,,,,Sobeks Javelin,,,,,,Fist of Harmachis,Dagger of Aten,Besnas Javelin,,,,Meretsegers Chariot,Qerhet,,,,,,,,,Montus Fury,,Will of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,Nimaathap,Ptahwer,,,,,,,,,,,,,,,,,,Fist of Amon-Ra,,,,,,Wrath of Anuke,Dagger of Sobek,Apeps Spear,,,,Dagger of Setcheh,Pihor,,,,,,,,,Neiths Dagger,,Neferirkares Command,
,,,,,,,,,,,,,,,,,,,,,,Nitocris,Rahotep,,,,,,,,,,,,,,,,,,Amons Javelin,,,,,,Blade of Apesh,Bastets Shield,Setchehs Khopesh,,,,Wrath of Kebehut,Anat,,,,,,,,,Blood of Amon,,Breath of Ra,
,,,,,,,,,,,,,,,,,,,,,,Nofret,Ramses,,,,,,,,,,,,,,,,,,Ras Chariot,,,,,,Blood of Nehebu-Kau,Amons Vigil,Ammits Javelin,,,,Denwens Fury,Gengen Wer,,,,,,,,,Selkiss Chariot,,Will of Den,
,,,,,,,,,,,,,,,,,,,,,,Nofretete,Ramsis,,,,,,,,,,,,,,,,,,Horuss Rage,,,,,,Dagger of Besna,Menhits Khopesh,Tawerets Dagger,,,,Wepwawets Rage,An-hetep-f,,,,,,,,,Blade of Hetemit,,Horuss Steed,
,,,,,,,,,,,,,,,,,,,,,,Nubemhat,Ranefer,,,,,,,,,,,,,,,,,,Blood of Anhur,,,,,,Wrath of Apesh,Blade of Selkis,Resheps Khopesh,,,,Khesfus Spear,Serket,,,,,,,,,Sets Khopesh,,Voice of Ra,
,,,,,,,,,,,,,,,,,,,,,,Nubemiunu,Sahure,,,,,,,,,,,,,,,,,,Maahess Khopesh,,,,,,Serapiss Shield,Ras Spear,Astis Chariot,,,,Apeshs Dagger,Wenenu,,,,,,,,,Selkiss Vigil,,Will of Horus,
,,,,,,,,,,,,,,,,,,,,,,Nubemweskhet,Sasobek,,,,,,,,,,,,,,,,,,Fist of Horus,,,,,,Pelicans Javelin,Sets Rage,Wrath of Anti,,,,Harmachiss Fury,An-mut-f,,,,,,,,,Neiths Khopesh,,Spirit of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,Nubhetepti,Seb,,,,,,,,,,,,,,,,,,Blade of Hetemit,,,,,,Apeshs Javelin,Wrath of Montu,Dagger of Kebehut,,,,Astartes Shield,Ptah-hotep,,,,,,,,,Blade of Amon,,Spirit of Djedre,
,,,,,,,,,,,,,,,,,,,,,,Nubkhaes,Sebekemhab,,,,,,,,,,,,,,,,,,Menhits Khopesh,,,,,,Anukes Dagger,Fist of Amon-Ra,Apiss Rage,,,,Khesfus Arrow,Renpet,,,,,,,,,Blood of Anubis,,Ras Barque,
,,,,,,,,,,,,,,,,,,,,,,Nubkhesbed,Sekhemkare,,,,,,,,,,,,,,,,,,Selkiss Shield,,,,,,Kebehuts Arrow,Selkiss Javelin,Anheftas Khopesh,,,,Kebehuts Javelin,Ahti,,,,,,,,,Sekhmets Chariot,,Nephthyss Chariot,
,,,,,,,,,,,,,,,,,,,,,,Nubwenet,Sekhemrekhutawy,,,,,,,,,,,,,,,,,,Wrath of Anubis,,,,,,Setchehs Rage,Fist of Anhur,Wrath of Denwen,,,,Blood of Wepset,Nefertum,,,,,,,,,Hetemits Javelin,,Word of Isis,
,,,,,,,,,,,,,,,,,,,,,,Parerenpetnefer,Sekhemreshedwaset,,,,,,,,,,,,,,,,,,Montus Vigil,,,,,,Dagger of Apep,Sekhmets Spear,Hedetets Javelin,,,,Setchehs Spear,Tayt,,,,,,,,,Sekhmets Javelin,,Nephthyss Steed,
,,,,,,,,,,,,,,,,,,,,,,Patareshnes,Senbi,,,,,,,,,,,,,,,,,,Sobeks Vigil,,,,,,Blade of Baal,Amons Spear,Meretsegers Spear,,,,Wrath of Khefthernebes,Shemat-Khu,,,,,,,,,Blade of Horus,,Voice of Isis,
,,,,,,,,,,,,,,,,,,,,,,Penebui,Senenmut,,,,,,,,,,,,,,,,,,Dagger of Sobek,,,,,,Blood of Pelican,Horuss Chariot,Nehebu-Kaus Spear,,,,Khefthernebess Javelin,Ishtar,,,,,,,,,Sekhmets Fury,,Spirit of Osiris,
,,,,,,,,,,,,,,,,,,,,,,Persenet,Sennefer,,,,,,,,,,,,,,,,,,Fist of Osiris,,,,,,Dagger of Taweret,Sobeks Arrow,Blade of Anuke,,,,Blade of Khesfu,Matit,,,,,,,,,Amon-Ras Vigil,,Breath of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,Peseshet,Senusret,,,,,,,,,,,,,,,,,,Amon-Ras Shield,,,,,,Wrath of Heryshaf,Neiths Dagger,Wrath of Besna,,,,Fist of Apep,Baalat Gebal,,,,,,,,,Maahess Vigil,,Spirit of Horus,
,,,,,,,,,,,,,,,,,,,,,,Ptahneferu,Setna,,,,,,,,,,,,,,,,,,Blade of Horus,,,,,,Harmachiss Khopesh,Blood of Aten,Hedetets Arrow,,,,Pelicans Chariot,Heset,,,,,,,,,Fist of Montu,,Osiriss Steed,
,,,,,,,,,,,,,,,,,,,,,,Pypuy,Setne,,,,,,,,,,,,,,,,,,Osiriss Rage,,,,,,Tawerets Spear,Sobeks Javelin,Khefthernebess Fury,,,,Ta-Bijets Vigil,Temtith,,,,,,,,,Atens Spear,,Apeps Barque,
,,,,,,,,,,,,,,,,,,,,,,Qalhata,Shabaka,,,,,,,,,,,,,,,,,,Osiriss Arrow,,,,,,Wrath of Wepwawet,Montus Chariot,Buchiss Vigil,,,,Fist of Khesfu,Setcheh,,,,,,,,,Ras Spear,,Khufus Steed,
,,,,,,,,,,,,,,,,,,,,,,Rekhetre,Shepseskare,,,,,,,,,,,,,,,,,,Amon-Ras Spear,,,,,,Astartes Fury,Dagger of Amon,Resheps Rage,,,,Wrath of Mehen,Sed,,,,,,,,,Maahess Fury,,Will of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Renesres,Siamun,,,,,,,,,,,,,,,,,,Osiriss Shield,,,,,,Tawerets Khopesh,Anubiss Rage,Ammits Spear,,,,Ahtis Rage,Fa,,,,,,,,,Atens Javelin,,Word of Horus,
,,,,,,,,,,,,,,,,,,,,,,Renmet-setesh,Siharnedjheritef,,,,,,,,,,,,,,,,,,Fist of Bastet,,,,,,Apeps Javelin,Bastets Spear,Blade of Harmachis,,,,Anheftas Javelin,Nefer Hor,,,,,,,,,Fist of Anhur,,Breath of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,Renpetnefer,Smenkhkare,,,,,,,,,,,,,,,,,,Maahess Rage,,,,,,Wrath of Baal,Neiths Chariot,Anats Khopesh,,,,Blood of Apep,Petbe,,,,,,,,,Fist of Anubis,,Isiss Chariot,
,,,,,,,,,,,,,,,,,,,,,,Satiah,Sneferu,,,,,,,,,,,,,,,,,,Montus Spear,,,,,,Seblumekers Vigil,Amon-Ras Javelin,Buchiss Fury,,,,Fist of Anuke,Sepes,,,,,,,,,Amon-Ras Spear,,Mahens Command,
,,,,,,,,,,,,,,,,,,,,,,Satsobek,Sobekemsaf,,,,,,,,,,,,,,,,,,Neiths Dagger,,,,,,Apeshs Vigil,Osiriss Chariot,Fist of Besna,,,,Dagger of Anuke,Ipy,,,,,,,,,Anubiss Shield,,Djedres Steed,
,,,,,,,,,,,,,,,,,,,,,,Sehener,Tao,,,,,,,,,,,,,,,,,,Dagger of Amon,,,,,,Serkets Fury,Fist of Horus,Fist of Anhefta,,,,Baals Javelin,Renenet,,,,,,,,,Amons Spear,,Will of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Semat,Tefnakht,,,,,,,,,,,,,,,,,,Amon-Ras Rage,,,,,,Kebehuts Vigil,Fist of Sobek,Wrath of Wepset,,,,Blade of Wepwawet,Harmachis,,,,,,,,,Amon-Ras Javelin,,Breath of Isis,
,,,,,,,,,,,,,,,,,,,,,,Senebhenas,Temhotep,,,,,,,,,,,,,,,,,,Anubiss Arrow,,,,,,Anats Spear,Sekhmets Fury,Hetepes-Sekhuss Chariot,,,,Buchiss Shield,Apedemak,,,,,,,,,Neiths Shield,,Will of Djedre,
,,,,,,,,,,,,,,,,,,,,,,Senebtisi,Teos,,,,,,,,,,,,,,,,,,Blade of Selkis,,,,,,Dagger of Buchis,Dagger of Osiris,Harmachiss Javelin,,,,Ammits Dagger,Dedun,,,,,,,,,Amons Khopesh,,Voice of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Seshemetka,Thamphthis,,,,,,,,,,,,,,,,,,Hetemits Shield,,,,,,Shentayets Chariot,Montus Shield,Harmachiss Shield,,,,Shentayets Rage,Anit,,,,,,,,,Fist of Sekhmet,,Hetepheress Command,
,,,,,,,,,,,,,,,,,,,,,,Sesheset,Tutankhamun,,,,,,,,,,,,,,,,,,Maahess Fury,,,,,,Dagger of Khefthernebes,Blade of Aten,Apeps Shield,,,,Fist of Heryshaf,Sehith,,,,,,,,,Sobeks Arrow,,Apeps Chariot,
,,,,,,,,,,,,,,,,,,,,,,Setepenre,Tutankhaten,,,,,,,,,,,,,,,,,,Blade of Sobek,,,,,,Hedetets Spear,Montus Khopesh,Tawerets Rage,,,,Amu-Aas Vigil,Nebt-Khu,,,,,,,,,Sekhmets Vigil,,Breath of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Sha-amun-en-su,Tutu,,,,,,,,,,,,,,,,,,Amons Arrow,,,,,,Khentekhtais Dagger,Anhurs Rage,Ta-Bijets Fury,,,,Wrath of Ta-Bijet,Amn,,,,,,,,,Blood of Menhit,,Breath of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Shehiryotes,Usercherês,,,,,,,,,,,,,,,,,,Amons Vigil,,,,,,Dagger of Anhefta,Wrath of Ra,Wepsets Javelin,,,,Meretsegers Rage,Qebui,,,,,,,,,Sekhmets Dagger,,Nyuserre Inis Steed,
,,,,,,,,,,,,,,,,,,,,,,Shepset-ipet,Userkare,,,,,,,,,,,,,,,,,,Blood of Osiris,,,,,,Denwens Javelin,Selkiss Spear,Mehens Dagger,,,,Apiss Shield,Female,,,,,,,,,Wrath of Maahes,,Breath of Osiris,
,,,,,,,,,,,,,,,,,,,,,,Sheretnebty,Wadjenes,,,,,,,,,,,,,,,,,,Ras Fury,,,,,,Serapiss Khopesh,Dagger of Bastet,Ahtis Spear,,,,Fist of Wepwawet,Am-heh,,,,,,,,,Neiths Spear,,Khentkauss Chariot,
,,,,,,,,,,,,,,,,,,,,,,Sinuhe,Wadjitefni,,,,,,,,,,,,,,,,,,Anubiss Dagger,,,,,,Dagger of Serapis,Amons Khopesh,Kebehuts Shield,,,,Mehens Chariot,Apet,,,,,,,,,Osiriss Arrow,,Spirit of Apep,
,,,,,,,,,,,,,,,,,,,,,,Sitamun,,,,,,,,,,,,,,,,,,,Anhurs Vigil,,,,,,Hedetets Khopesh,Atens Khopesh,Heryshafs Arrow,,,,Ta-Bijets Javelin,Rekhit,,,,,,,,,Selkiss Shield,,Word of Mahen,
,,,,,,,,,,,,,,,,,,,,,,Sitdjehuti,,,,,,,,,,,,,,,,,,,Amons Fury,,,,,,Astartes Vigil,Neiths Arrow,Serkets Vigil,,,,Apeshs Shield,Nakith,,,,,,,,,Dagger of Aten,,Neferefres Steed,
,,,,,,,,,,,,,,,,,,,,,,Sithathor,,,,,,,,,,,,,,,,,,,Dagger of Maahes,,,,,,Dagger of Heptet,Sobeks Vigil,Fist of Nehebu-Kau,,,,Am-hehs Rage,Seker,,,,,,,,,Horuss Rage,,Breath of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,Sithathoriunet,,,,,,,,,,,,,,,,,,,Sekhmets Javelin,,,,,,Baals Dagger,Montus Arrow,Seblumekers Dagger,,,,Serkets Arrow,Seshat,,,,,,,,,Blade of Selkis,,Word of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Sitre,,,,,,,,,,,,,,,,,,,Montus Dagger,,,,,,Blood of Apis,Wrath of Anhur,Khentekhtais Chariot,,,,Antis Vigil,Naunet,,,,,,,,,Fist of Sobek,,Khonsus Chariot,
,,,,,,,,,,,,,,,,,,,,,,Sobekemsaf,,,,,,,,,,,,,,,,,,,Sekhmets Spear,,,,,,Blade of Setcheh,Fist of Anubis,Blood of Khesfu,,,,Hedetets Fury,Iah,,,,,,,,,Atens Vigil,,Breath of Den,
,,,,,,,,,,,,,,,,,,,,,,Sobekneferu,,,,,,,,,,,,,,,,,,,Fist of Selkis,,,,,,Serkets Javelin,Maahess Khopesh,Blade of Shemat-Khu,,,,Shesmetets Fury,Ta-Bitjet,,,,,,,,,Atens Khopesh,,Will of Khafre,
,,,,,,,,,,,,,,,,,,,,,,Takhat,,,,,,,,,,,,,,,,,,,Atens Shield,,,,,,Setchehs Dagger,Blood of Menhit,Serapiss Arrow,,,,Fist of Shentayet,Hapy-Wet,,,,,,,,,Fist of Bastet,,Horuss Chariot,
,,,,,,,,,,,,,,,,,,,,,,Tati,,,,,,,,,,,,,,,,,,,Neiths Arrow,,,,,,Blood of Reshep,Menhits Spear,Blade of Mehen,,,,Harmachiss Chariot,Reshep,,,,,,,,,Horuss Arrow,,Khafres Barque,
,,,,,,,,,,,,,,,,,,,,,,Tawret,,,,,,,,,,,,,,,,,,,Atens Vigil,,,,,,Hedetets Dagger,Wrath of Maahes,Fist of Ishtar,,,,Anukes Khopesh,Shehbui,,,,,,,,,Sobeks Khopesh,,Breath of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Tentamun,,,,,,,,,,,,,,,,,,,Atens Arrow,,,,,,Wrath of Serket,Blood of Horus,Buchiss Javelin,,,,Serkets Dagger,Mandulis,,,,,,,,,Horuss Shield,,Dens Steed,
,,,,,,,,,,,,,,,,,,,,,,Tiaa,,,,,,,,,,,,,,,,,,,Fist of Sekhmet,,,,,,Wepsets Dagger,Blade of Ra,Astartes Spear,,,,Blood of Taweret,Swenet,,,,,,,,,Amon-Ras Dagger,,Horuss Command,
,,,,,,,,,,,,,,,,,,,,,,Tia-Sitra,,,,,,,,,,,,,,,,,,,Maahess Javelin,,,,,,Astis Shield,Horuss Rage,Wrath of Pelican,,,,Buchiss Khopesh,Tafner,,,,,,,,,Fist of Horus,,Ptahshepsess Chariot,
,,,,,,,,,,,,,,,,,,,,,,Tiye,,,,,,,,,,,,,,,,,,,Menhits Chariot,,,,,,Pelicans Fury,Wrath of Amon-Ra,Mehens Shield,,,,Serapiss Rage,Khefthernebes,,,,,,,,,Fist of Amon-Ra,,Will of Apep,
,,,,,,,,,,,,,,,,,,,,,,Tjesraperet,,,,,,,,,,,,,,,,,,,Sekhmets Vigil,,,,,,Khentekhtais Spear,Amon-Ras Vigil,Anukes Fury,,,,Heptets Khopesh,Mehet-Weret,,,,,,,,,Ras Shield,,Word of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Tjuyu,,,,,,,,,,,,,,,,,,,Sobeks Fury,,,,,,Wepsets Vigil,Montus Vigil,Nehebu-Kaus Javelin,,,,Apiss Spear,Tjenenyet,,,,,,,,,Dagger of Montu,,Breath of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,Tsillah,,,,,,,,,,,,,,,,,,,Maahess Dagger,,,,,,Dagger of Wepset,Horuss Shield,Shemat-Khus Spear,,,,Shesmetets Vigil,Ba-Pef,,,,,,,,,Osiriss Shield,,Khentkauss Command,
,,,,,,,,,,,,,,,,,,,,,,Tuya,,,,,,,,,,,,,,,,,,,Fist of Aten,,,,,,Dagger of Apis,Amon-Ras Shield,Fist of Apis,,,,Heryshafs Dagger,Heneb,,,,,,,,,Atens Dagger,,Breath of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Tuya-Nebettawy,,,,,,,,,,,,,,,,,,,Wrath of Amon-Ra,,,,,,Hedetets Rage,Sets Khopesh,Heptets Chariot,,,,Astis Spear,Sopd,,,,,,,,,Fist of Ra,,Word of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Twosret,,,,,,,,,,,,,,,,,,,Osiriss Chariot,,,,,,Dagger of Shentayet,Horuss Spear,Shesmetets Dagger,,,,Khesfus Khopesh,Harsomtus,,,,,,,,,Amons Arrow,,Word of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Werenro,,,,,,,,,,,,,,,,,,,Bastets Javelin,,,,,,Anheftas Dagger,Selkiss Shield,Wrath of Apep,,,,Wepwawets Vigil,Iusaaset,,,,,,,,,Osiriss Rage,,Word of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,Zathapy,,,,,,,,,,,,,,,,,,,Blade of Neith,,,,,,Shentayets Dagger,Dagger of Selkis,Antis Rage,,,,Harmachiss Spear,Rā-Ḥerakhty,,,,,,,,,Sets Chariot,,Nyuserre Inis Chariot,
,,,,,,,,,,,,,,,,,,,,,,Zatipy,,,,,,,,,,,,,,,,,,,Dagger of Neith,,,,,,Shemat-Khus Arrow,Sekhmets Dagger,Apeps Dagger,,,,Antis Chariot,Serapis,,,,,,,,,Dagger of Osiris,,Will of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Anubis,,,,,,Shentayets Fury,Horuss Fury,Aanis Spear,,,,Am-hehs Shield,Bes,,,,,,,,,Menhits Spear,,Osiriss Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobeks Shield,,,,,,Fist of Serket,Atens Arrow,Besnas Khopesh,,,,Ahtis Khopesh,Denwen,,,,,,,,,Hetemits Spear,,Djedres Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobeks Arrow,,,,,,Ahtis Chariot,Amon-Ras Rage,Ahtis Arrow,,,,Shemat-Khus Khopesh,Khentekhtai,,,,,,,,,Sobeks Spear,,Voice of Mahen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amons Khopesh,,,,,,Antis Fury,Blade of Horus,Wrath of Heptet,,,,Resheps Fury,Nehebu-Kau,,,,,,,,,Dagger of Bastet,,Voice of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neiths Fury,,,,,,Antis Dagger,Ras Chariot,Blood of Wepwawet,,,,Fist of Baal,Ḥapy,,,,,,,,,Sets Fury,,Voice of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Sekhmet,,,,,,Setchehs Fury,Ras Khopesh,Anukes Rage,,,,Dagger of Ishtar,Sekhet-Metu,,,,,,,,,Atens Fury,,Word of Khentkaus,
