namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Nyomanda,Genaris,Nyomanda,Genaris,,Elyndor,,,Jovian,,,,,,,,,,,Just Testing,Rubric Of Destruction,Rubric Of Destruction,Rubric Of Destruction,Causality Defiant,Causality Defiant,Causality Defiant,Honest Mistake,Honest Mistake,Honest Mistake,Honest Mistake,Regular Apocalypse,Regular Apocalypse,Regular Apocalypse,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpelion,Elethiin,Orpelion,Elethiin,,Zythrina,,,Kappa,,,,,,,,,,,Sweet and Full of Grace,Swift Random Reaction Team,Swift Random Reaction Team,Swift Random Reaction Team,Enduring Impasse,Enduring Impasse,Enduring Impasse,Limivorous,Limivorous,Limivorous,Limivorous,A Little Less Nice Guy,A Little Less Nice Guy,A Little Less Nice Guy,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajerine,Byr Zorlun,Dajerine,Byr Zorlun,,Fynthor,,,Luminar,,,,,,,,,,,Very Little Gravitas Indeed,Xenophobic,Xenophobic,Xenophobic,Ethereal Imprint,Ethereal Imprint,Ethereal Imprint,Uninvited Guest,Uninvited Guest,Uninvited Guest,Uninvited Guest,Means To An End,Means To An End,Means To An End,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solcerin,Skaffelon,Solcerin,Skaffelon,,Zestala,,,Magellanic,,,,,,,,,,,Different Tan,Resilience Is Built On Struggle,Resilience Is Built On Struggle,Resilience Is Built On Struggle,Paradoxical Constraint,Paradoxical Constraint,Paradoxical Constraint,Use Psychology,Use Psychology,Use Psychology,Use Psychology,Reverence Cult,Reverence Cult,Reverence Cult,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayelos,Tersor,Chayelos,Tersor,,Ylvira,,,Nova,,,,,,,,,,,Fate Amenable To Change,You'll Fix This Before You Depart,You'll Fix This Before You Depart,You'll Fix This Before You Depart,Disruptive Inertia,Disruptive Inertia,Disruptive Inertia,What Is The Answer And Why?,What Is The Answer And Why?,What Is The Answer And Why?,What Is The Answer And Why?,Petite Troublemaker,Petite Troublemaker,Petite Troublemaker,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekrest,Yalrix,Chekrest,Yalrix,,Kyrola,,,Ophelia,,,,,,,,,,,Grey Area (aka Meatfucker),Unparalleled Contribution To History,Unparalleled Contribution To History,Unparalleled Contribution To History,Incongruous Synthesis,Incongruous Synthesis,Incongruous Synthesis,Wisdom Like Silence,Wisdom Like Silence,Wisdom Like Silence,Wisdom Like Silence,So Much For Serenity,So Much For Serenity,So Much For Serenity,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljetha,Berdalon,Geljetha,Berdalon,,Hestria,,,Pegasus,,,,,,,,,,,It's Character Forming,It's Your Mother's Fault,It's Your Mother's Fault,It's Your Mother's Fault,Adaptive Dissent,Adaptive Dissent,Adaptive Dissent,Yawning Angel,Yawning Angel,Yawning Angel,Yawning Angel,Awkward Clashing Evidence,Awkward Clashing Evidence,Awkward Clashing Evidence,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededrynn,Fivetrix,Lededrynn,Fivetrix,,Selvorn,,,Quinarius,,,,,,,,,,,Jaundiced Outlook,Talonstrike,Talonstrike,Talonstrike,Subtle Sabotage,Subtle Sabotage,Subtle Sabotage,Zero Gravitas,Zero Gravitas,Zero Gravitas,Zero Gravitas,Juvenile Folly,Juvenile Folly,Juvenile Folly,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyridus,Churtara,Vyridus,Churtara,,Vaxyntha,,,Rigel,,,,,,,,,,,Problem Child,SacSlicer III,SacSlicer III,SacSlicer III,Absurd Antithesis,Absurd Antithesis,Absurd Antithesis,"Quietly Confident,
later Sleeper Service","Quietly Confident,
later Sleeper Service","Quietly Confident,
later Sleeper Service","Quietly Confident,
later Sleeper Service",Profit Trouble,Profit Trouble,Profit Trouble,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegrisol,Byr Ardilon,Yegrisol,Byr Ardilon,,Tyresta,,,Sirius,,,,,,,,,,,Reasonable Excuse,Skydancer,Skydancer,Skydancer,Reciprocal Resentment,Reciprocal Resentment,Reciprocal Resentment,No Fixed Abode,No Fixed Abode,No Fixed Abode,No Fixed Abode,Innate Idealist,Innate Idealist,Innate Idealist,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimethar,Zreynix,Yimethar,Zreynix,,Dernix,,,Titan,,,,,,,,,,,Recent Convert,Somebody Else's Business,Somebody Else's Business,Somebody Else's Business,Perverse Providence,Perverse Providence,Perverse Providence,Experiencing A Significant Gravitas Shortfall,Experiencing A Significant Gravitas Shortfall,Experiencing A Significant Gravitas Shortfall,Experiencing A Significant Gravitas Shortfall,Substance Over Size,Substance Over Size,Substance Over Size,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomelos,Byr Pervon,Nyomelos,Byr Pervon,,Zelora,,,Ulysses,,,,,,,,,,,Tactical Grace,Appropriate Comeback,Appropriate Comeback,Appropriate Comeback,Indefinite Intersection,Indefinite Intersection,Indefinite Intersection,Lasting Damage,Lasting Damage,Lasting Damage,Lasting Damage,Civilian Integration,Civilian Integration,Civilian Integration,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orperith,Septalon,Orperith,Septalon,,Jyldor,,,Virgo,,,,,,,,,,,Unacceptable Behaviour,You Might Not Be The Hottest Person Here,You Might Not Be The Hottest Person Here,You Might Not Be The Hottest Person Here,Anomalous Axis,Anomalous Axis,Anomalous Axis,Lasting Damage I,Lasting Damage I,Lasting Damage I,Lasting Damage I,Anticipating Romance,Anticipating Romance,Anticipating Romance,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajerion,Prinvara,Dajerion,Prinvara,,Rylindra,,,Weyland,,,,,,,,,,,Poke It With A Stick,Recovering Pacifist,Recovering Pacifist,Recovering Pacifist,Mutable Mandate,Mutable Mandate,Mutable Mandate,Lasting Damage II,Lasting Damage II,Lasting Damage II,Lasting Damage II,Gravity's Embrace,Gravity's Embrace,Gravity's Embrace,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solvyre,Pyanthea,Solvyre,Pyanthea,,Mystrina,,,Xenon,,,,,,,,,,,Experiencing A Significant Gravitas Shortfall,Cruel To The Creatures,Cruel To The Creatures,Cruel To The Creatures,Dissident Directive,Dissident Directive,Dissident Directive,Sanctioned Parts List,Sanctioned Parts List,Sanctioned Parts List,Sanctioned Parts List,Ethical Incline,Ethical Incline,Ethical Incline,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayelen,Folrith,Chayelen,Folrith,,Vindrix,,,Yttrium,,,,,,,,,,,It's My Party And I'll Sing If I Want To,Perpetual Grin,Perpetual Grin,Perpetual Grin,Parallelogram Paradox,Parallelogram Paradox,Parallelogram Paradox,Seed Drill,Seed Drill,Seed Drill,Seed Drill,Honest Oversight,Honest Oversight,Honest Oversight,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekryte,Quavarix,Chekryte,Quavarix,,Tyreth,,,Zircon,,,,,,,,,,,Lightly Seared On The Reality Grill,Precipitous Disposition,Precipitous Disposition,Precipitous Disposition,Inscrutable Implication,Inscrutable Implication,Inscrutable Implication,Dressed Up To Party,Dressed Up To Party,Dressed Up To Party,Dressed Up To Party,Voracious Consumer,Voracious Consumer,Voracious Consumer,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljemor,Gyornish,Geljemor,Gyornish,,Gendrion,,,Andromeda,,,,,,,,,,,Pure Big Mad Boat Man,Lucrative Market,Lucrative Market,Lucrative Market,Irreverent Impulse,Irreverent Impulse,Irreverent Impulse,Pelagian,Pelagian,Pelagian,Pelagian,Psychological Influence,Psychological Influence,Psychological Influence,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededrine,Intyomev,Lededrine,Intyomev,,Wynthron,,,Bellerophon,,,,,,,,,,,Qualifier,Transpsychic,Transpsychic,Transpsychic,Divergent Directive,Divergent Directive,Divergent Directive,"Sense Amid Madness, Wit Amidst Folly","Sense Amid Madness, Wit Amidst Folly","Sense Amid Madness, Wit Amidst Folly","Sense Amid Madness, Wit Amidst Folly",Answer and Consequence,Answer and Consequence,Answer and Consequence,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyricon,Tibiloran,Vyricon,Tibiloran,,Vexalyn,,,Cygnus,,,,,,,,,,,Transient Atmospheric Phenomenon,"Not Sure What You Mean By ""Clean""","Not Sure What You Mean By ""Clean""","Not Sure What You Mean By ""Clean""",Cacophonous Conundrum,Cacophonous Conundrum,Cacophonous Conundrum,Total Internal Reflection,Total Internal Reflection,Total Internal Reflection,Total Internal Reflection,Quiet Reflection,Quiet Reflection,Quiet Reflection,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegrista,Jevanda,Yegrista,Jevanda,,Elyndra,,,Draco,,,,,,,,,,,You Naughty Monsters,Complete Exchange (formerly Product Code MBU 605),Complete Exchange (formerly Product Code MBU 605),Complete Exchange (formerly Product Code MBU 605),Contradictory Corollary,Contradictory Corollary,Contradictory Corollary,A Fine Disregard For Awkward Facts,A Fine Disregard For Awkward Facts,A Fine Disregard For Awkward Facts,A Fine Disregard For Awkward Facts,Drowsy Cherub,Drowsy Cherub,Drowsy Cherub,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimerin,Joileron,Yimerin,Joileron,,Zythrom,,,Eltanin,,,,,,,,,,,Armchair Traveller,Erratic Individual,Erratic Individual,Erratic Individual,Unforeseen Undertaking,Unforeseen Undertaking,Unforeseen Undertaking,Contents May Differ,Contents May Differ,Contents May Differ,Contents May Differ,Gravitas Deprivation,Gravitas Deprivation,Gravitas Deprivation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomelle,Uagenya,Nyomelle,Uagenya,,Fyrelon,,,Fornax,,,,,,,,,,,"Bodhisattva, OAQS",Doctrine Of Ruin,Doctrine Of Ruin,Doctrine Of Ruin,Contrarian Coercion,Contrarian Coercion,Contrarian Coercion,Empiricist,Empiricist,Empiricist,Empiricist,"Confidently Rested, Future Dreaming","Confidently Rested, Future Dreaming","Confidently Rested, Future Dreaming",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpesia,Mierburan,Orpesia,Mierburan,,Zestora,,,Galatea,,,,,,,,,,,Displacement Activity,Hasty Response Unit,Hasty Response Unit,Hasty Response Unit,Liminal Lapse,Liminal Lapse,Liminal Lapse,Just The Washing Instruction Chip In Life's Rich Tapestry,Just The Washing Instruction Chip In Life's Rich Tapestry,Just The Washing Instruction Chip In Life's Rich Tapestry,Just The Washing Instruction Chip In Life's Rich Tapestry,Nomadic Existence,Nomadic Existence,Nomadic Existence,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajevia,Nylara,Dajevia,Nylara,,Ylyndra,,,Hydra,,,,,,,,,,,"Warm, Considering",Alienphobe,Alienphobe,Alienphobe,Enigmatic Epiphany,Enigmatic Epiphany,Enigmatic Epiphany,Kakistocrat,Kakistocrat,Kakistocrat,Kakistocrat,Significant Gravitas Miscalculation,Significant Gravitas Miscalculation,Significant Gravitas Miscalculation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solbren,Xandrenzo,Solbren,Xandrenzo,,Kyrindra,,,Indus,,,,,,,,,,,Steely Glint,Endurance Builds Character,Endurance Builds Character,Endurance Builds Character,Anachronistic Anomaly,Anachronistic Anomaly,Anachronistic Anomaly,Teething Problems,Teething Problems,Teething Problems,Teething Problems,Lingering Wounds,Lingering Wounds,Lingering Wounds,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayelind,Ziborlinx,Chayelind,Ziborlinx,,Hestrona,,,Janus,,,,,,,,,,,Subtle Shift In Emphasis,Tidy Up After Yourself,Tidy Up After Yourself,Tidy Up After Yourself,Antithetical Allegory,Antithetical Allegory,Antithetical Allegory,Unreliable Witness,Unreliable Witness,Unreliable Witness,Unreliable Witness,Lasting Damage III,Lasting Damage III,Lasting Damage III,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekryla,Gurgey,Chekryla,Gurgey,,Selvyx,,,Kruger,,,,,,,,,,,Control Surface,Exceptional Contribution To The Course Of History,Exceptional Contribution To The Course Of History,Exceptional Contribution To The Course Of History,Disjunctive Discord,Disjunctive Discord,Disjunctive Discord,Ucalegon,Ucalegon,Ucalegon,Ucalegon,Approved Part Roster,Approved Part Roster,Approved Part Roster,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljenar,Horzal,Geljenar,Horzal,,Vaxeth,,,Leda,,,,,,,,,,,Highpoint,It's Your Father's Fault,It's Your Father's Fault,It's Your Father's Fault,Disruptive Disparity,Disruptive Disparity,Disruptive Disparity,8Churkun,8Churkun,8Churkun,8Churkun,Seeding Program,Seeding Program,Seeding Program,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededriane,Ferbrynthe,Lededriane,Ferbrynthe,,Tynix,,,Musca,,,,,,,,,,,We Haven't Met But You're A Great Fan Of Mine,Clawripper,Clawripper,Clawripper,Ineffable Inversion,Ineffable Inversion,Ineffable Inversion,5Gelish-Oplule,5Gelish-Oplule,5Gelish-Oplule,5Gelish-Oplule,Dressed To Impress,Dressed To Impress,Dressed To Impress,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyrielon,Bora Horsen,Vyrielon,Bora Horsen,,Derlynn,,,Nereid,,,,,,,,,,,Charming But Irrational,Meatgrinder II,Meatgrinder II,Meatgrinder II,Insidious Inclination,Insidious Inclination,Insidious Inclination,7Uagren,7Uagren,7Uagren,7Uagren,Pelagic Philosopher,Pelagic Philosopher,Pelagic Philosopher,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegrilon,Mawhrixa,Yegrilon,Mawhrixa,,Zelonix,,,Ophiuchus,,,,,,,,,,,Demented But Determined,Wingstriker,Wingstriker,Wingstriker,Oblique Objective,Oblique Objective,Oblique Objective,Innocent Oversight,Innocent Oversight,Innocent Oversight,Innocent Oversight,Nonsense Amid Wisdom,Nonsense Amid Wisdom,Nonsense Amid Wisdom,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimelith,Genarhine,Yimelith,Genarhine,,Jylenza,,,Phoenix,,,,,,,,,,,Lucid Nonsense,Someone Else's Trouble,Someone Else's Trouble,Someone Else's Trouble,Paradoxical Paragon,Paradoxical Paragon,Paradoxical Paragon,Bad Timing,Bad Timing,Bad Timing,Bad Timing,Refraction Amplifier,Refraction Amplifier,Refraction Amplifier,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomarion,Elethioma,Nyomarion,Elethioma,,Rylindor,,,Quaoar,,,,,,,,,,,Awkward Customer,Pertinent Reply,Pertinent Reply,Pertinent Reply,Renegade Refrain,Renegade Refrain,Renegade Refrain,Optimistic Pessimist,Optimistic Pessimist,Optimistic Pessimist,Optimistic Pessimist,A Blithe Disregard For Facts,A Blithe Disregard For Facts,A Blithe Disregard For Facts,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpeles,Byr Yullon,Orpeles,Byr Yullon,,Mystrin,,,Rhea,,,,,,,,,,,Thorough But... Unreliable,You Might Not Be The Most Popular Person Here,You Might Not Be The Most Popular Person Here,You Might Not Be The Most Popular Person Here,Sardonic Subversion,Sardonic Subversion,Sardonic Subversion,It's Not About Size,It's Not About Size,It's Not About Size,It's Not About Size,Ingredients May Differ,Ingredients May Differ,Ingredients May Differ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajenith,Skaffenla,Dajenith,Skaffenla,,Vindroth,,,Sagitta,,,,,,,,,,,Advanced Case Of Chronic Patheticism,Recovered Pacifist,Recovered Pacifist,Recovered Pacifist,Spurious Synthesis,Spurious Synthesis,Spurious Synthesis,Civilian Applications Only,Civilian Applications Only,Civilian Applications Only,Civilian Applications Only,Skeptical Observer,Skeptical Observer,Skeptical Observer,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solymar,Tersorel,Solymar,Tersorel,,Tyredor,,,Tethys,,,,,,,,,,,Another Fine Product From The Nonsense Factory,Kind To The Animals,Kind To The Animals,Kind To The Animals,Tempered Transgression,Tempered Transgression,Tempered Transgression,Anticipation Of A New Job,Anticipation Of A New Job,Anticipation Of A New Job,Anticipation Of A New Job,The Laundry Instruction Chip In Life's Rich Tapestry,The Laundry Instruction Chip In Life's Rich Tapestry,The Laundry Instruction Chip In Life's Rich Tapestry,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayelea,Yalsondra,Chayelea,Yalsondra,,Gendrela,,,Ulysses,,,,,,,,,,,Conventional Wisdom,Set Smile,Set Smile,Set Smile,Uncanny Union,Uncanny Union,Uncanny Union,Life And Gravity,Life And Gravity,Life And Gravity,Life And Gravity,Top of the Ineptitude,Top of the Ineptitude,Top of the Ineptitude,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekryne,Berdalo,Chekryne,Berdalo,,Wynthra,,,Vesta,,,,,,,,,,,In One Ear,Impenetrable Mask,Impenetrable Mask,Impenetrable Mask,Unforeseen Fallout,Unforeseen Fallout,Unforeseen Fallout,Morality Gradient,Morality Gradient,Morality Gradient,Morality Gradient,Toothache,Toothache,Toothache,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljoriane,Fivetrex,Geljoriane,Fivetrex,,Vexolyn,,,Wega,,,,,,,,,,,Fine Till You Came Along,Objective Gravitas,Objective Gravitas,Objective Gravitas,Discordant Discord,Discordant Discord,Discordant Discord,Unintentional Error,Unintentional Error,Unintentional Error,Unintentional Error,Perjury Problems,Perjury Problems,Perjury Problems,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededrielle,Churtoryn,Lededrielle,Churtoryn,,Elyndrix,,,Xanthus,,,,,,,,,,,I Blame The Parents,Spoken Wisdom,Spoken Wisdom,Spoken Wisdom,Asymmetric Asymptote,Asymmetric Asymptote,Asymmetric Asymptote,Nutrivorous,Nutrivorous,Nutrivorous,Nutrivorous,Dubious Eyewitness,Dubious Eyewitness,Dubious Eyewitness,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyrionel,Byr Perovin,Vyrionel,Byr Perovin,,Zythrel,,,Ymir,,,,,,,,,,,Reformed Nice Guy,Disengaged Truth,Disengaged Truth,Disengaged Truth,Ambiguous Axiom,Ambiguous Axiom,Ambiguous Axiom,Uninvited Host,Uninvited Host,Uninvited Host,Uninvited Host,Ucalegondal,Ucalegondal,Ucalegondal,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegrona,Septaquin,Yegrona,Septaquin,,Fyrendra,,,Zosma,,,,,,,,,,,Pride Comes Before A Fall,Empirical Scientist,Empirical Scientist,Empirical Scientist,Contorted Confluence,Contorted Confluence,Contorted Confluence,Psychological Warfare,Psychological Warfare,Psychological Warfare,Psychological Warfare,3Gelish-Oplule,3Gelish-Oplule,3Gelish-Oplule,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimelleth,Prindalyn,Yimelleth,Prindalyn,,Zestorin,,,Acheron,,,,,,,,,,,Hundredth Idiot,Just Following The Washing Directions,Just Following The Washing Directions,Just Following The Washing Directions,Dissimilar Dilemma,Dissimilar Dilemma,Dissimilar Dilemma,Answering The Unasked Questions,Answering The Unasked Questions,Answering The Unasked Questions,Answering The Unasked Questions,9Uagren,9Uagren,9Uagren,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomelion,Pyanren,Nyomelion,Pyanren,,Ylyndor,,,Berenice,,,,,,,,,,,Hidden Income,Despicable Ruler,Despicable Ruler,Despicable Ruler,Enigmatic Embellishment,Enigmatic Embellishment,Enigmatic Embellishment,Silence Like Wisdom,Silence Like Wisdom,Silence Like Wisdom,Silence Like Wisdom,Antagonistic Arbitrator,Antagonistic Arbitrator,Antagonistic Arbitrator,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpetha,Folrimar,Orpetha,Folrimar,,Kyrinth,,,Cassiopeia,,,,,,,,,,,Labtebricolephile,Initial Complications,Initial Complications,Initial Complications,Incoherent Interlude,Incoherent Interlude,Incoherent Interlude,Awkwardly Yawning,Awkwardly Yawning,Awkwardly Yawning,Awkwardly Yawning,Esoteric Determination,Esoteric Determination,Esoteric Determination,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajerina,Quavareen,Dajerina,Quavareen,,Hestryx,,,Dactyl,,,,,,,,,,,Vision Of Hope Surpassed,Unreliable Observer,Unreliable Observer,Unreliable Observer,Indeterminate Interjection,Indeterminate Interjection,Indeterminate Interjection,Zero Gravity Zone,Zero Gravity Zone,Zero Gravity Zone,Zero Gravity Zone,Eschaton Apostle,Eschaton Apostle,Eschaton Apostle,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Gyornik,,Gyornik,,Selvondra,,,Eurydice,,,,,,,,,,,Fulanya-Guang,Ucalgethon,Ucalgethon,Ucalgethon,Inverse Intuition,Inverse Intuition,Inverse Intuition,Confidently Quiet,Confidently Quiet,Confidently Quiet,Confidently Quiet,Nonconformist Cataclysm,Nonconformist Cataclysm,Nonconformist Cataclysm,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Intyomir,,Intyomir,,Vaxarix,,,Fomal,,,,,,,,,,,Stood Far Back When The Gravitas Was Handed Out,NineChurkun,NineChurkun,NineChurkun,Paradoxical Predicament,Paradoxical Predicament,Paradoxical Predicament,No Permanent Residence,No Permanent Residence,No Permanent Residence,No Permanent Residence,Mr. Tough Love,Mr. Tough Love,Mr. Tough Love,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Tibilix,,Tibilix,,Tyrenth,,,Gaia,,,,,,,,,,,"Gravitas, What Gravitas?",5Gelish-Onopul,5Gelish-Onopul,5Gelish-Onopul,Perplexing Paradigm,Perplexing Paradigm,Perplexing Paradigm,Significant Gravitas Surplus,Significant Gravitas Surplus,Significant Gravitas Surplus,Significant Gravitas Surplus,Means to an End II,Means to an End II,Means to an End II,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Jevansil,,Jevansil,,,,,Hyperion,,,,,,,,,,,"Gravitas... Gravitas... No, Don't Help Me, I'll Get It In A Moment...",7Uagrul,7Uagrul,7Uagrul,Reciprocal Reaction,Reciprocal Reaction,Reciprocal Reaction,Permanent Damage,Permanent Damage,Permanent Damage,Permanent Damage,Invention's Limit,Invention's Limit,Invention's Limit,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Joilerin,,Joilerin,,,,,Iapetus,,,,,,,,,,,Gravitas Free Zone,Highly Opinionated,Highly Opinionated,Highly Opinionated,Reversed Rationale,Reversed Rationale,Reversed Rationale,Lasting Damage III,Lasting Damage III,Lasting Damage III,Lasting Damage III,Deification Dilemma,Deification Dilemma,Deification Dilemma,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Uagenxon,,Uagenxon,,,,,Jarnsaxa,,,,,,,,,,,Low Gravitas Warning Signal,No One Cares About Your Opinion,No One Cares About Your Opinion,No One Cares About Your Opinion,Shifting Shackle,Shifting Shackle,Shifting Shackle,Sanctioned Equipment List,Sanctioned Equipment List,Sanctioned Equipment List,Sanctioned Equipment List,Lilliputian Rebel,Lilliputian Rebel,Lilliputian Rebel,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Mierburon,,Mierburon,,,,,Kiviuq,,,,,,,,,,,Absolutely No You-Know-What,Living Matter Proponent,Living Matter Proponent,Living Matter Proponent,Surreal Solution,Surreal Solution,Surreal Solution,Seed Dispenser,Seed Dispenser,Seed Dispenser,Seed Dispenser,Too Direct,Too Direct,Too Direct,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Nylorin,,Nylorin,,,,,Lysithea,,,,,,,,,,,Bora Horza Gobuchul,Counting My Wins,Counting My Wins,Counting My Wins,Tangential Tactic,Tangential Tactic,Tangential Tactic,Dressed Down To Work,Dressed Down To Work,Dressed Down To Work,Dressed Down To Work,Contrary Clues,Contrary Clues,Contrary Clues,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Xandabella,,Xandabella,,,,,Mnemosyne,,,,,,,,,,,Determinist,The Usual But Semantically Unsatisfying,The Usual But Semantically Unsatisfying,The Usual But Semantically Unsatisfying,Uncanny Undertow,Uncanny Undertow,Uncanny Undertow,Pelagic,Pelagic,Pelagic,Pelagic,Utilize Psychology,Utilize Psychology,Utilize Psychology,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Ziborlas,,Ziborlas,,,,,,,,,,,,,,,,Eschatologist,Non-Veracity-Concerned Assessment,Non-Veracity-Concerned Assessment,Non-Veracity-Concerned Assessment,Uncommon Condition,Uncommon Condition,Uncommon Condition,"Sanity Amid Chaos, Madness In Folly","Sanity Amid Chaos, Madness In Folly","Sanity Amid Chaos, Madness In Folly","Sanity Amid Chaos, Madness In Folly",Inquiry and the Outcome,Inquiry and the Outcome,Inquiry and the Outcome,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Gurgeonix,,Gurgeonix,,,,,,,,,,,,,,,,Irregular Apocalypse,Value Calculation,Value Calculation,Value Calculation,Unpredictable Predicament,Unpredictable Predicament,Unpredictable Predicament,Total External Reflection,Total External Reflection,Total External Reflection,Total External Reflection,Solitude Like Wisdom,Solitude Like Wisdom,Solitude Like Wisdom,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Horzavel,,Horzavel,,,,,,,,,,,,,,,,No More Mr Nice Guy,Warship Diplomat,Warship Diplomat,Warship Diplomat,Dissolving Dichotomy,Dissolving Dichotomy,Dissolving Dichotomy,An Inconvenient Truth,An Inconvenient Truth,An Inconvenient Truth,An Inconvenient Truth,Faintly Smiling Angel,Faintly Smiling Angel,Faintly Smiling Angel,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Ferbryl,,Ferbryl,,,,,,,,,,,,,,,,The Ends Of Invention,Mindset Adjuster,Mindset Adjuster,Mindset Adjuster,Antithetical Accolade,Antithetical Accolade,Antithetical Accolade,Variable Empiricism,Variable Empiricism,Variable Empiricism,Variable Empiricism,Negative Gravitas,Negative Gravitas,Negative Gravitas,,,,,,,,,,,,
