namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,TMir,Morrow,,,,Dukat,,,Ptolemy,,,,,,,,,,,Hunter,J-type,J-type,J-type,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,TPera,Mot,,,,Eddington,,,Pythia,,,,,,,,,,,Huron,Naboo,Naboo,Naboo,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,TPol,Mudd,,,,Eiger,,,Rhea,,,,,,,,,,,Illustrious,Separatist,Separatist,Separatist,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tasha,Nakahn,,,,Elessedil,,,Sagittaron,,,,,,,,,,,Imperator,Droid,Droid,Droid,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Uhura,Narik,,,,Ellen,,,Scorpia,,,,,,,,,,,Infinity,Imperial,Imperial,Imperial,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Una,Neelix,,,,Emok,,,Sirius,,,,,,,,,,,Insignia,Umbaran,Umbaran,Umbaran,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Una,Neras,,,,Farlander,,,Sisyphus,,,,,,,,,,,Intrepid,YT-1300,YT-1300,YT-1300,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Uraei,Newman,,,,Farrell,,,Solitude,,,,,,,,,,,Invictus,YT-2400,YT-2400,YT-2400,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,VLar,Nog,,,,Fel,,,Sphinx,,,,,,,,,,,Javelin,VCX-100,VCX-100,VCX-100,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vash,Noonan,,,,Fenton,,,Stardust,,,,,,,,,,,Justice,Baleen,Baleen,Baleen,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vella,Noonien,,,,Fett,,,Styx,,,,,,,,,,,Kvort,YT-2000,YT-2000,YT-2000,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ves Alkar,OBrien,,,,Fisk,,,Syzygy,,,,,,,,,,,Keldon,BFF-1,BFF-1,BFF-1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Weyouna,Odo,,,,Fisto,,,Tarantula,,,,,,,,,,,Kodiak,MC18,MC18,MC18,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Wila,Okona,,,,Flores,,,Tauron,,,,,,,,,,,Kraken,G9,G9,G9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Winona,Owen,,,,Fontana,,,Thanatos,,,,,,,,,,,Leviathan,720,720,720,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Wrenn,Paul,,,,Forrest,,,Thebe,,,,,,,,,,,Liberator,YT-2400,YT-2400,YT-2400,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xanthe,Pavel,,,,Freeman,,,Thetis,,,,,,,,,,,Liberty,Aurore,Aurore,Aurore,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xela,Paxton,,,,Gaeta,,,Titan,,,,,,,,,,,Maelstrom,G9,G9,G9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xindi,Phlox,,,,Gage,,,Trappist,,,,,,,,,,,Magellan,J-type,J-type,J-type,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yani,Solok,,,,Garak,,,Troy,,,,,,,,,,,Majestic,Aegis,Aegis,Aegis,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yara,Styles,,,,Garrett,,,Uranus,,,,,,,,,,,Malachowski,Andromeda,Andromeda,Andromeda,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yelgrun,Tom,,,,Geary,,,Valhalla,,,,,,,,,,,Maquis Raider,Apus,Apus,Apus,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zani,Tryla,,,,Geordi,,,Vega,,,,,,,,,,,Marauder,Aquarius,Aquarius,Aquarius,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zaria,Vorik,,,,Gi,,,Venus,,,,,,,,,,,Mars,Aquila,Aquila,Aquila,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zeframa,William,,,,Glinn,,,Vesta,,,,,,,,,,,Medusa,Arcturus,Arcturus,Arcturus,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amanda,Abel,,,,Goorall,,,Virgon,,,,,,,,,,,Merian,Ares,Ares,Ares,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amber,Adama,,,,Gowron,,,Vulcan,,,,,,,,,,,Meteor,Artemis,Artemis,Artemis,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amy,Anders,,,,Grilka,,,Wega,,,,,,,,,,,Mighty,Astra,Astra,Astra,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anastasia,Barolay,,,,Hamish,,,Wolf,,,,,,,,,,,Miranda,Atlas,Atlas,Atlas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anatasia,Barolay,,,,Hammer,,,Xanthe,,,,,,,,,,,Musashi,Aurora,Aurora,Aurora,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Andrea,Barry,,,,Harris,,,Xenon,,,,,,,,,,,Nebula,Blackbird,Blackbird,Blackbird,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angela,Biers,,,,Harrsk,,,Yggdrasil,,,,,,,,,,,Neghvar,Canopus,Canopus,Canopus,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angie,Brendan,,,,Hayes,,,Zenith,,,,,,,,,,,Nemesis,Capricorn,Capricorn,Capricorn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anya,Burke,,,,Helfer,,,Zephyr,,,,,,,,,,,New Orleans,Carina,Carina,Carina,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Athena,Connor,,,,Hernandez,,,Zeta,,,,,,,,,,,Newton,Cassiopeia,Cassiopeia,Cassiopeia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Audrey,Cottle,,,,Hikaru,,,Zeus,,,,,,,,,,,Niagara,Celestia,Celestia,Celestia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Brittany,Dawson,,,,Holt,,,Zircon,,,,,,,,,,,Nighthawk,Centaur,Centaur,Centaur,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cally,Declan,,,,Horn,,,Zosma,,,,,,,,,,,Nomad,Cetus,Cetus,Cetus,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Caprica,Demetrius,,,,Hoshi,,,Zubenelgenubi,,,,,,,,,,,Norway,Challenger,Challenger,Challenger,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Christina,DiMarco,,,,Hovath,,,Zubenelhakrabi,,,,,,,,,,,Nova,Chimera,Chimera,Chimera,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Clarice,Dixon,,,,Hux,,,Zubeneshamali,,,,,,,,,,,Oberth,Cobra,Cobra,Cobra,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Connie,Doc,,,,Ilia,,,Zygomalas,,,,,,,,,,,Odyssey,Colossus,Colossus,Colossus,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Daisy,Donnelly,,,,Isard,,,Zygote,,,,,,,,,,,Olympus,Coma Berenices,Coma Berenices,Coma Berenices,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delaney,Doral,,,,Jade,,,Zypheria,,,,,,,,,,,Onslaught,Comet,Comet,Comet,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Diana,Dualla,,,,Jaffe,,,,,,,,,,,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Diane,Duck,,,,Janeway,,,,,,,,,,,,,,Pathfinder,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ellen,Dwayne,,,,Janson,,,,,,,,,,,,,,Peregrine,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elosha,Eick,,,,Jellico,,,,,,,,,,,,,,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Erika,Felix,,,,Jinn,,,,,,,,,,,,,,Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Erin,Fisk,,,,Jonas,,,,,,,,,,,,,,Polaris,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gail,Fisk,,,,Karr,,,,,,,,,,,,,,Pulsar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Giana,Gaeta,,,,Kast,,,,,,,,,,,,,,Quasar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gloria,Gaeta,,,,Katooni,,,,,,,,,,,,,,Radiance,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Helena,Gaeta,,,,Kcaj,,,,,,,,,,,,,,Raider,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Janice,Gage,,,,Keefer,,,,,,,,,,,,,,Ranger,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jill,Gage,,,,Keeler,,,,,,,,,,,,,,Raptor,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Josie,Gaius,,,,Kell,,,,,,,,,,,,,,Raven,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Julia,Galen,,,,Kelly,,,,,,,,,,,,,,Redemption,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kacey,Geary,,,,Kendra,,,,,,,,,,,,,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kacey,Grimes,,,,Kenobi,,,,,,,,,,,,,,Revenant,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kali,Grimes,,,,Kim,,,,,,,,,,,,,,Revolution,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kali,Hamish,,,,Kira,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kara,Hammer,,,,Kirk,,,,,,,,,,,,,,Saber,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kat,Hanson,,,,Kolar,,,,,,,,,,,,,,Sabre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kate,Hatfield,,,,Koloth,,,,,,,,,,,,,,Sabre MK II,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kendra,Helfer,,,,Koon,,,,,,,,,,,,,,Saladin,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kyra,Helmsman,,,,Kor,,,,,,,,,,,,,,Sapphire,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lacy,Helo,,,,Kornan,,,,,,,,,,,,,,Scimitar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lana,Holt,,,,Koth,,,,,,,,,,,,,,Sentinel,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Laura,Hoshi,,,,Kotobuki,,,,,,,,,,,,,,Serenity,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Laura,Hoshi,,,,Krasnovsky,,,,,,,,,,,,,,Shadow,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Layla,Jaffe,,,,Krayt,,,,,,,,,,,,,,Shelly,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Layne,Jammer,,,,Krennic,,,,,,,,,,,,,,Shepard,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Liana,Joe,,,,Kruge,,,,,,,,,,,,,,Sovereign,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lida,Joseph,,,,La Forge,,,,,,,,,,,,,,Spectre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lois,Jurgen,,,,Lacy,,,,,,,,,,,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucy,Kacey,,,,Laird,,,,,,,,,,,,,,Stargazer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucy,Karl,,,,Lampkin,,,,,,,,,,,,,,Starlight,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucy,Keefer,,,,Landau,,,,,,,,,,,,,,Steamrunner,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Margaret,Kelly,,,,Leeta,,,,,,,,,,,,,,Striker,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marion,Lacy,,,,Leoben,,,,,,,,,,,,,,Stryker,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Martha,Laird,,,,Leyton,,,,,,,,,,,,,,Summit,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maya,Laird,,,,Lorca,,,,,,,,,,,,,,Supremacy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maya,Lampkin,,,,Lorne,,,,,,,,,,,,,,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maya,Lee,,,,LRell,,,,,,,,,,,,,,Tempest,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mia,Leoben,,,,Luaran,,,,,,,,,,,,,,Templar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Michelle,Lorne,,,,Luminara,,,,,,,,,,,,,,Titan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Misty,Louis,,,,Maddox,,,,,,,,,,,,,,Tornado,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Molly,Mathias,,,,Malak,,,,,,,,,,,,,,Triumph,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nadine,McQueen,,,,Martok,,,,,,,,,,,,,,Ulysses,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Natalie,Meier,,,,McCoy,,,,,,,,,,,,,,Unity,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nellie,Morell,,,,McDowell,,,,,,,,,,,,,,Valdore,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Paige,Narcho,,,,McKenzie,,,,,,,,,,,,,,Valkyrie,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pat,Paul,,,,McQueen,,,,,,,,,,,,,,Vanguard,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Priyah,Pike,,,,Meeko,,,,,,,,,,,,,,Venture,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rebecca,Pike,,,,Mendon,,,,,,,,,,,,,,Vesper,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rebecca,Price,,,,Mitchell,,,,,,,,,,,,,,Vindicator,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Regina,Reynolds,,,,Mogh,,,,,,,,,,,,,,Vindicator II,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rhea,Robert,,,,Mora,,,,,,,,,,,,,,Viper,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rika,Roslin,,,,Morell,,,,,,,,,,,,,,Vorcha,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rose,Sam,,,,Moriarty,,,,,,,,,,,,,,Vornak,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Roxy,Samuel,,,,Mundi,,,,,,,,,,,,,,Walker,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sal,Saul,,,,Natasi,,,,,,,,,,,,,,Wambundu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Samantha,Seelix,,,,Nechayev,,,,,,,,,,,,,,Warhawk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sandra,Shaffer,,,,Needa,,,,,,,,,,,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sarah,Shaw,,,,Nihilus,,,,,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seelix,Socinus,,,,Nog,,,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sharon,Socinus,,,,OBrien,,,,,,,,,,,,,,Yeager,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sheila,Spencer,,,,Odo,,,,,,,,,,,,,,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shelly,Stewart,,,,Offee,,,,,,,,,,,,,,Thanatos,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shevon,Swersky,,,,Onasi,,,,,,,,,,,,,,Lyra,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Siana,Thorne,,,,Ooryl,,,,,,,,,,,,,,Hadar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sirella,Tigh,,,,Ordo,,,,,,,,,,,,,,Castor,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Staci,Tom,,,,Organa,,,,,,,,,,,,,,Gemenon,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sue,Tony,,,,Orli Shoshan,,,,,,,,,,,,,,Andromeda,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sylvia,Tory,,,,Ozzel,,,,,,,,,,,,,,Oberon,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tara,Tyrol,,,,Palpatine,,,,,,,,,,,,,,Djerba,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tessa,Wallace,,,,Paris,,,,,,,,,,,,,,Nibiru,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tory,Wayne,,,,Paul,,,,,,,,,,,,,,Xenon,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tricia,West,,,,Phasma,,,,,,,,,,,,,,Jupiter,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yolanda,Wilkins,,,,Picard,,,,,,,,,,,,,,Lethe,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yolanda,William,,,,Piett,,,,,,,,,,,,,,Mars,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zoe,Zak,,,,Pike,,,,,,,,,,,,,,Yggdrasil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zoe,Zarek,,,,Plo,,,,,,,,,,,,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Padmé,Luke,,,,Price,,,,,,,,,,,,,,Deneb,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shmi,Han,,,,Quinn,,,,,,,,,,,,,,Draconis,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Leia,Anakin,,,,Rand,,,,,,,,,,,,,,Leonis,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Beru,Obi-Wan,,,,Rasmussen,,,,,,,,,,,,,,Polaris,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mon,Darth,,,,Rax,,,,,,,,,,,,,,Trappist,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Satele,Kylo,,,,Reed,,,,,,,,,,,,,,Nefertiti,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aayla,Lando,,,,Ren,,,,,,,,,,,,,,Rhea,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Barriss,Qui-Gon,,,,Rendar,,,,,,,,,,,,,,Titan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Luminara,Mace,,,,Revan,,,,,,,,,,,,,,Zosma,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shaak,Poe,,,,Riker,,,,,,,,,,,,,,Sirius,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bria,Finn,,,,Ro,,,,,,,,,,,,,,Hera,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Winter,Chewbacca,,,,Roslin,,,,,,,,,,,,,,Kobol,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jaina,Watto,,,,Rossa,,,,,,,,,,,,,,Orpheus,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mara,Jango,,,,Rozhenko,,,,,,,,,,,,,,Scorpia,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tahiri,Count,,,,Sarek,,,,,,,,,,,,,,Sisyphus,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tenel,Bail,,,,Scott,,,,,,,,,,,,,,Zeta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Syal,Owen,,,,Secura,,,,,,,,,,,,,,Leda,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Natasi,Wilhuff,,,,Seelix,,,,,,,,,,,,,,Ganymede,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cilghal,Plo,,,,Shaak,,,,,,,,,,,,,,Endor,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alema,Kit,,,,Shaffer,,,,,,,,,,,,,,Arkab,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Astraal,Saesee,,,,Shan,,,,,,,,,,,,,,Neptune,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Callista,Shaak,,,,Shaw,,,,,,,,,,,,,,Calypso,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Carlist,Kanan,,,,Sisko,,,,,,,,,,,,,,Antares,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cesi,Ezra,,,,Six,,,,,,,,,,,,,,Delphi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chak,Zeb,,,,Skywalker,,,,,,,,,,,,,,Abydos,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cha,Hera,,,,Sloane,,,,,,,,,,,,,,Dagon,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cindel,Chopper,,,,Solo,,,,,,,,,,,,,,Sphinx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dejah,Bodhi,,,,Sunrider,,,,,,,,,,,,,,Helios,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Deena,Cassian,,,,Swersky,,,,,,,,,,,,,,Venus,,,,,,,,,,,,,,,,,,,,,,,,,
